perfil_key,nacionalidade,genero,idade,escolaridade,renda_familiar,viajando_sozinho,motivo_da_viagem,quantidade_de_viagens_nos_ultimos_12_meses,ja_embarcou_desembarcou_antes_no_aeroporto,possui_deficiencia,utiliza_recurso_assistivo,solicitou_assistencia_especial
4472,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4473,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4474,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4475,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer e Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4476,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer e Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4477,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4478,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
4479,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
4480,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
4481,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4482,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Não,Nenhuma,Não informado,Não informado
4483,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
4484,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4485,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4486,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4487,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4488,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4489,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
4490,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Funeral / Óbito,6 a 10,Sim,Nenhuma,Não informado,Não informado
4491,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Jurídico / Embaixada,2 a 3,Sim,Nenhuma,Não informado,Não informado
4492,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Jurídico / Embaixada,4 a 5,Sim,Nenhuma,Não informado,Não informado
4493,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Jurídico / Embaixada,6 a 10,Não,Nenhuma,Não informado,Não informado
4494,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4495,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Mudança,mais de 11,Sim,Nenhuma,Não informado,Não informado
4496,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4497,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Não,Nenhuma,Não informado,Não informado
4498,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,4 a 5,Não,Nenhuma,Não informado,Não informado
4499,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4500,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4501,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,2 a 3,Sim,Deficiência Física / Motora,Nenhuma,Não quis
4502,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4503,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
4504,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4505,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4506,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4507,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
4508,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4509,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4510,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Familiar / Família,4 a 5,Não,Nenhuma,Não informado,Não informado
4511,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4512,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4513,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Jurídico / Embaixada,6 a 10,Sim,Nenhuma,Não informado,Não informado
4514,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4515,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4516,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4517,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4518,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4519,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4520,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4521,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4522,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4523,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Mudança,2 a 3,Sim,Nenhuma,Não informado,Não informado
4524,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Saúde/Tratamento/Consulta/Exames,6 a 10,Sim,Nenhuma,Não informado,Não informado
4525,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Saúde/Tratamento/Consulta/Exames,mais de 11,Sim,Nenhuma,Não informado,Não informado
4526,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4527,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Não,Transferência de trabalho,NS/NR,Sim,Nenhuma,Não informado,Não informado
4528,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
4529,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Estudos/Congressos/Seminários/Palestras,mais de 11,Sim,Nenhuma,Não informado,Não informado
4530,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Familiar / Família,4 a 5,Não,Nenhuma,Não informado,Não informado
4531,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4532,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
4533,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Funeral / Óbito,4 a 5,Sim,Nenhuma,Não informado,Não informado
4534,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4535,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4536,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4537,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4538,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4539,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4540,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4541,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Lazer e Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4542,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4543,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
4544,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 SM,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4545,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4546,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4547,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4548,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4549,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4550,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4551,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4552,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4553,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4554,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
4555,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
4556,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4557,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4558,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4559,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Trabalho,mais de 11,Sim,Deficiência Física / Motora,Cadeira de rodas motorizada,Não quis
4560,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4561,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,2 a 3,Não,Deficiência Mental/Intelectual,Não informado,Outros - Esqueceu
4562,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4563,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4564,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4565,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4566,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4567,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4568,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4569,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
4570,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4571,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
4572,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,NS/NR,Sim,Nenhuma,Não informado,Não informado
4573,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,mais de 11,Sim,Nenhuma,Não informado,Não informado
4574,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4575,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4576,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
4577,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4578,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
4579,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Não,Nenhuma,Não informado,Não informado
4580,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Sim,Nenhuma,Não informado,Não informado
4581,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,2 a 3,Sim,Deficiência Visual,Nenhuma,Não quis
4582,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4583,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4584,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4585,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,NS/NR,Sim,Nenhuma,Não informado,Não informado
4586,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
4587,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,mais de 11,Sim,Deficiência Física / Motora,Nenhuma,Não quis
4588,Brasileira,Feminino,36 a 45 anos,Superior,Mais de 20 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4589,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4590,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Não,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4591,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Não,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4592,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4593,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4594,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4595,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4596,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4597,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4598,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4599,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4600,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4601,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4602,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Outros - Familiar / Família,4 a 5,Não,Deficiência Auditiva / Surdez,Não informado,Não quis
4603,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Outros - Saúde mental,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4604,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4605,Brasileira,Feminino,36 a 45 anos,Superior,Outros,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4606,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Casamento,2 a 3,Não,Deficiência Física / Motora,Nenhum,Não quis
4607,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Evento/casamento,6 a 10,Não,Nenhuma,Não informado,Não informado
4608,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4609,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4610,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4611,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4612,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4613,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4614,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,4 a 5,Não,Deficiência Auditiva / Surdez,Não informado,Não sabia
4615,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,4 a 5,Não,Deficiência Mental/Intelectual,Não informado,Não sabia
4616,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4617,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4618,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4619,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4620,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4621,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4622,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Lazer e Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4623,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4624,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4625,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4626,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4627,Brasileira,Feminino,36 a 45 anos,Superior,Prefiro não informar,Não,Outros - Familiar / Família,mais de 11,Não,Nenhuma,Não informado,Não informado
